timestamp,log_timestamp,Action_T_Rews,ActionNow,additionalData,ObservedReward,Context,ContextFeatures,ChosenArm
1733338225.932,1733338225.932,,Start Drawing,{},0,medium,[0.5],0
1733338226.213,1733338226.213,,Stop Drawing,{'duration': 281},0,medium,[0.5],0
1733338226.958,1733338226.958,,Start Drawing,{},0,medium,[0.5],0
1733338227.46,1733338227.46,,Continuous Drawing,{'duration': 502},0,medium,[0.5],0
1733338227.638,1733338227.638,,Stop Drawing,{'duration': 680},0,medium,[0.5],0
1733338225.297,1733338225.297,Start Drawing,,{},1,medium,[0.5],0
1733338227.638,1733338227.638,,Start Drawing,{},1,medium,[0.5],0
1733338267.639,1733338267.639,Changed Line Width,,{'lineWidth': 4},1,high,[0.9],0
1733338267.672,1733338267.672,,Changed Line Width,{'lineWidth': 4},1,high,[0.9],0
1733338267.672,1733338267.672,Changed Line Width,,{'lineWidth': 5},1,high,[0.9],0
1733338267.722,1733338267.722,,Changed Line Width,{'lineWidth': 6},1,high,[0.9],0
1733338267.722,1733338267.722,,Changed Line Width,{'lineWidth': 5},1,high,[0.9],0
1733338267.789,1733338267.789,,Changed Line Width,{'lineWidth': 7},1,high,[0.9],0
1733338269.181,1733338269.181,,Start Drawing,{},1,high,[0.9],0
1733338269.681,1733338269.681,,Continuous Drawing,{'duration': 500},1,high,[0.9],0
1733338270.183,1733338270.183,,Continuous Drawing,{'duration': 1002},1,high,[0.9],0
1733338270.682,1733338270.682,,Continuous Drawing,{'duration': 1501},1,high,[0.9],0
1733338271.182,1733338271.182,,Continuous Drawing,{'duration': 2001},1,high,[0.9],0
1733338264.717,1733338264.717,Changed Color,,{'color': '#00ffff'},1,high,[0.9],0
1733338271.182,1733338271.182,,Changed Color,{'color': '#00ffff'},1,high,[0.9],0
1733338271.587,1733338271.587,,Stop Drawing,{'duration': 2406},1,high,[0.9],0
1733338273.886,1733338273.886,,Changed Color,{'color': '#4a86e8'},1,high,[0.9],0
1733338275.336,1733338275.336,Continuous Drawing,,{'duration': 501},1,medium,[0.5],1
1733338275.336,1733338275.336,,Continuous Drawing,{'duration': 501},1,medium,[0.5],1
1733338275.838,1733338275.838,,Continuous Drawing,{'duration': 1003},1,medium,[0.5],1
1733338276.337,1733338276.337,,Continuous Drawing,{'duration': 1502},1,medium,[0.5],1
1733338276.837,1733338276.837,,Continuous Drawing,{'duration': 2002},1,medium,[0.5],1
1733338277.338,1733338277.338,,Continuous Drawing,{'duration': 2503},1,medium,[0.5],1
1733338277.838,1733338277.838,,Continuous Drawing,{'duration': 3003},1,medium,[0.5],1
1733338278.338,1733338278.338,,Continuous Drawing,{'duration': 3503},1,medium,[0.5],1
1733338278.838,1733338278.838,,Continuous Drawing,{'duration': 4003},1,medium,[0.5],1
1733338279.337,1733338279.337,,Continuous Drawing,{'duration': 4502},1,medium,[0.5],1
1733338279.837,1733338279.837,,Continuous Drawing,{'duration': 5002},1,medium,[0.5],1
1733338280.337,1733338280.337,,Continuous Drawing,{'duration': 5502},1,medium,[0.5],1
1733338280.838,1733338280.838,,Continuous Drawing,{'duration': 6003},1,medium,[0.5],1
1733338274.835,1733338274.835,Start Drawing,,{},1,medium,[0.5],1
1733338280.838,1733338280.838,,Start Drawing,{},1,medium,[0.5],1
1733338281.337,1733338281.337,,Continuous Drawing,{'duration': 6502},1,medium,[0.5],1
1733338281.837,1733338281.837,,Continuous Drawing,{'duration': 7002},1,medium,[0.5],1
1733338282.338,1733338282.338,,Continuous Drawing,{'duration': 7503},1,medium,[0.5],1
1733338282.838,1733338282.838,,Stop Drawing,{'duration': 8201},1,medium,[0.5],1
1733338282.838,1733338282.838,,Continuous Drawing,{'duration': 8003},1,medium,[0.5],1
1733338284.664,1733338284.664,,Start Drawing,{},1,medium,[0.5],1
1733338285.666,1733338285.666,Continuous Drawing,,{'duration': 1002},1,medium,[0.5],1
1733338285.666,1733338285.666,,Continuous Drawing,{'duration': 1002},1,medium,[0.5],1
1733338286.166,1733338286.166,,Continuous Drawing,{'duration': 1502},1,medium,[0.5],1
1733338286.666,1733338286.666,,Continuous Drawing,{'duration': 2002},1,medium,[0.5],1
1733338287.166,1733338287.166,,Continuous Drawing,{'duration': 2502},1,medium,[0.5],1
1733338287.259,1733338287.259,,Stop Drawing,{'duration': 2595},1,medium,[0.5],1
1733338287.972,1733338287.972,,Changed Line Width,{'lineWidth': 8},1,medium,[0.5],1
1733338287.972,1733338287.972,,Changed Line Width,{'lineWidth': 9},1,medium,[0.5],1
1733338288.006,1733338288.006,,Changed Line Width,{'lineWidth': 13},1,medium,[0.5],1
1733338288.039,1733338288.039,,Changed Line Width,{'lineWidth': 11},1,medium,[0.5],1
1733338288.055,1733338288.055,,Changed Line Width,{'lineWidth': 19},1,medium,[0.5],1
1733338288.055,1733338288.055,,Changed Line Width,{'lineWidth': 20},1,medium,[0.5],1
1733338288.055,1733338288.055,,Changed Line Width,{'lineWidth': 17},1,medium,[0.5],1
1733338288.787,1733338288.787,,Start Drawing,{},1,medium,[0.5],1
1733338289.288,1733338289.288,,Continuous Drawing,{'duration': 501},1,medium,[0.5],1
1733338289.789,1733338289.789,,Continuous Drawing,{'duration': 1002},1,medium,[0.5],1
1733338290.288,1733338290.288,,Continuous Drawing,{'duration': 1501},1,medium,[0.5],1
1733338290.789,1733338290.789,,Continuous Drawing,{'duration': 2002},1,medium,[0.5],1
1733338285.165,1733338285.165,Continuous Drawing,,{'duration': 501},1,medium,[0.5],1
1733338290.789,1733338290.789,,Continuous Drawing,{'duration': 501},1,medium,[0.5],1
1733338291.289,1733338291.289,,Continuous Drawing,{'duration': 2502},1,medium,[0.5],1
1733338291.788,1733338291.788,,Continuous Drawing,{'duration': 3001},1,medium,[0.5],1
1733338292.289,1733338292.289,,Continuous Drawing,{'duration': 3502},1,medium,[0.5],1
1733338292.789,1733338292.789,,Continuous Drawing,{'duration': 4002},1,medium,[0.5],1
1733338293.288,1733338293.288,,Continuous Drawing,{'duration': 4501},1,medium,[0.5],1
1733338293.789,1733338293.789,,Continuous Drawing,{'duration': 5002},1,medium,[0.5],1
1733338294.289,1733338294.289,,Continuous Drawing,{'duration': 5502},1,medium,[0.5],1
1733338294.789,1733338294.789,,Continuous Drawing,{'duration': 6002},1,medium,[0.5],1
1733338295.789,1733338295.789,Continuous Drawing,,{'duration': 7002},1,high,[0.9],1
1733338295.789,1733338295.789,,Continuous Drawing,{'duration': 7002},1,high,[0.9],1
1733338296.289,1733338296.289,,Continuous Drawing,{'duration': 7502},1,high,[0.9],1
1733338296.789,1733338296.789,,Continuous Drawing,{'duration': 8002},1,high,[0.9],1
1733338297.289,1733338297.289,,Continuous Drawing,{'duration': 8502},1,high,[0.9],1
1733338297.788,1733338297.788,,Continuous Drawing,{'duration': 9001},1,high,[0.9],1
1733338298.289,1733338298.289,,Continuous Drawing,{'duration': 9502},1,high,[0.9],1
1733338298.789,1733338298.789,,Continuous Drawing,{'duration': 10002},1,high,[0.9],1
1733338299.289,1733338299.289,,Continuous Drawing,{'duration': 10502},1,high,[0.9],1
1733338299.788,1733338299.788,,Continuous Drawing,{'duration': 11001},1,high,[0.9],1
1733338300.288,1733338300.288,,Continuous Drawing,{'duration': 11501},1,high,[0.9],1
1733338300.788,1733338300.788,,Continuous Drawing,{'duration': 12001},1,high,[0.9],1
1733338301.288,1733338301.288,,Continuous Drawing,{'duration': 13002},1,high,[0.9],1
1733338301.288,1733338301.288,,Continuous Drawing,{'duration': 12501},1,high,[0.9],1
1733338302.288,1733338302.288,,Continuous Drawing,{'duration': 13501},1,high,[0.9],1
1733338302.789,1733338302.789,,Continuous Drawing,{'duration': 14002},1,high,[0.9],1
1733338303.288,1733338303.288,,Continuous Drawing,{'duration': 14501},1,high,[0.9],1
1733338303.788,1733338303.788,,Continuous Drawing,{'duration': 15001},1,high,[0.9],1
1733338304.288,1733338304.288,,Continuous Drawing,{'duration': 15501},1,high,[0.9],1
1733338295.289,1733338295.289,Continuous Drawing,,{'duration': 6502},1,high,[0.9],1
1733338304.288,1733338304.288,,Continuous Drawing,{'duration': 6502},1,high,[0.9],1
1733338304.789,1733338304.789,,Continuous Drawing,{'duration': 16002},1,high,[0.9],1
1733338305.288,1733338305.288,,Continuous Drawing,{'duration': 16501},1,high,[0.9],1
1733338306.188,1733338306.188,Stop Drawing,,{'duration': 17401},0,low,[0.1],1
1733338306.188,1733338306.188,,Stop Drawing,{'duration': 17401},0,low,[0.1],1
1733338309.705,1733338309.705,,Start Drawing,{},0,low,[0.1],1
1733338310.206,1733338310.206,,Continuous Drawing,{'duration': 501},0,low,[0.1],1
1733338310.413,1733338310.413,,Stop Drawing,{'duration': 708},0,low,[0.1],1
1733338311.544,1733338311.544,,Changed Line Width,{'lineWidth': 9},0,low,[0.1],1
1733338305.787,1733338305.787,Continuous Drawing,,{'duration': 17000},1,low,[0.1],1
1733338311.544,1733338311.544,,Continuous Drawing,{'duration': 17000},1,low,[0.1],1
1733338312.367,1733338312.367,,Start Drawing,{},1,low,[0.1],1
1733338312.869,1733338312.869,,Stop Drawing,{'duration': 560},1,low,[0.1],1
1733338312.869,1733338312.869,,Continuous Drawing,{'duration': 502},1,low,[0.1],1
1733338314.564,1733338314.564,,Changed Color,{'color': '#ffffff'},1,low,[0.1],1
1733338315.406,1733338315.406,,Start Drawing,{},1,low,[0.1],1
1733338316.407,1733338316.407,Continuous Drawing,,{'duration': 1001},1,medium,[0.5],0
1733338316.407,1733338316.407,,Continuous Drawing,{'duration': 1001},1,medium,[0.5],0
1733338316.489,1733338316.489,,Stop Drawing,{'duration': 1083},1,medium,[0.5],0
1733338316.873,1733338316.873,,Start Drawing,{},1,medium,[0.5],0
1733338317.374,1733338317.374,,Continuous Drawing,{'duration': 501},1,medium,[0.5],0
1733338317.552,1733338317.552,,Stop Drawing,{'duration': 679},1,medium,[0.5],0
1733338320.373,1733338320.373,,Start Drawing,{},1,medium,[0.5],0
1733338320.874,1733338320.874,,Continuous Drawing,{'duration': 501},1,medium,[0.5],0
1733338321.339,1733338321.339,,Stop Drawing,{'duration': 966},1,medium,[0.5],0
1733338315.907,1733338315.907,Continuous Drawing,,{'duration': 501},1,medium,[0.5],0
1733338321.339,1733338321.339,,Continuous Drawing,{'duration': 501},1,medium,[0.5],0
1733338326.007,1733338326.007,Changed Color,,{'color': '#00ffff'},1,medium,[0.5],1
1733338326.007,1733338326.007,,Changed Color,{'color': '#00ffff'},1,medium,[0.5],1
1733338327.111,1733338327.111,,Start Drawing,{},1,medium,[0.5],1
1733338327.558,1733338327.558,,Stop Drawing,{'duration': 447},1,medium,[0.5],1
1733338328.406,1733338328.406,,Start Drawing,{},1,medium,[0.5],1
1733338328.907,1733338328.907,,Continuous Drawing,{'duration': 501},1,medium,[0.5],1
1733338329.407,1733338329.407,,Continuous Drawing,{'duration': 1001},1,medium,[0.5],1
1733338329.907,1733338329.907,,Continuous Drawing,{'duration': 1501},1,medium,[0.5],1
1733338330.407,1733338330.407,,Continuous Drawing,{'duration': 2001},1,medium,[0.5],1
1733338330.908,1733338330.908,,Continuous Drawing,{'duration': 2502},1,medium,[0.5],1
1733338331.407,1733338331.407,,Continuous Drawing,{'duration': 3001},1,medium,[0.5],1
1733338331.907,1733338331.907,,Continuous Drawing,{'duration': 3501},1,medium,[0.5],1
1733338332.407,1733338332.407,,Continuous Drawing,{'duration': 4001},1,medium,[0.5],1
1733338332.908,1733338332.908,,Continuous Drawing,{'duration': 4502},1,medium,[0.5],1
1733338333.408,1733338333.408,,Continuous Drawing,{'duration': 5002},1,medium,[0.5],1
1733338333.77,1733338333.77,,Stop Drawing,{'duration': 5364},1,medium,[0.5],1
1733338334.567,1733338334.567,,Start Drawing,{},1,medium,[0.5],1
1733338335.069,1733338335.069,,Continuous Drawing,{'duration': 502},1,medium,[0.5],1
1733338335.57,1733338335.57,,Continuous Drawing,{'duration': 1003},1,medium,[0.5],1
1733338335.841,1733338335.841,,Stop Drawing,{'duration': 1274},1,medium,[0.5],1
1733338337.331,1733338337.331,Continuous Drawing,,{'duration': 502},1,medium,[0.5],1
1733338337.331,1733338337.331,,Continuous Drawing,{'duration': 502},1,medium,[0.5],1
1733338337.55,1733338337.55,,Stop Drawing,{'duration': 721},1,medium,[0.5],1
1733338338.225,1733338338.225,,Start Drawing,{},1,medium,[0.5],1
1733338338.726,1733338338.726,,Continuous Drawing,{'duration': 501},1,medium,[0.5],1
1733338339.227,1733338339.227,,Continuous Drawing,{'duration': 1002},1,medium,[0.5],1
1733338339.727,1733338339.727,,Continuous Drawing,{'duration': 1502},1,medium,[0.5],1
1733338339.971,1733338339.971,,Stop Drawing,{'duration': 1746},1,medium,[0.5],1
1733338340.763,1733338340.763,,Start Drawing,{},1,medium,[0.5],1
1733338340.879,1733338340.879,,Stop Drawing,{'duration': 116},1,medium,[0.5],1
1733338342.697,1733338342.697,,Switched to Erase,{},1,medium,[0.5],1
1733338336.829,1733338336.829,Start Drawing,,{},1,medium,[0.5],1
1733338342.697,1733338342.697,,Start Drawing,{},1,medium,[0.5],1
1733338343.713,1733338343.713,,Start Drawing,{},1,medium,[0.5],1
1733338343.781,1733338343.781,,Stop Drawing,{'duration': 68},1,medium,[0.5],1
1733338349.312,1733338349.312,Switched to Paint,,{},1,medium,[0.5],1
1733338349.312,1733338349.312,,Switched to Paint,{},1,medium,[0.5],1
1733338352.077,1733338352.077,,Changed Color,{'color': '#4a86e8'},1,medium,[0.5],1
1733338353.127,1733338353.127,,Start Drawing,{},1,medium,[0.5],1
1733338353.628,1733338353.628,,Continuous Drawing,{'duration': 501},1,medium,[0.5],1
1733338354.128,1733338354.128,,Continuous Drawing,{'duration': 1001},1,medium,[0.5],1
1733338354.372,1733338354.372,,Stop Drawing,{'duration': 1245},1,medium,[0.5],1
1733338355.847,1733338355.847,,Start Drawing,{},1,medium,[0.5],1
1733338356.348,1733338356.348,,Continuous Drawing,{'duration': 501},1,medium,[0.5],1
1733338356.849,1733338356.849,,Continuous Drawing,{'duration': 1002},1,medium,[0.5],1
1733338357.349,1733338357.349,,Continuous Drawing,{'duration': 1502},1,medium,[0.5],1
1733338357.849,1733338357.849,,Continuous Drawing,{'duration': 2002},1,medium,[0.5],1
1733338358.349,1733338358.349,,Continuous Drawing,{'duration': 2502},1,medium,[0.5],1
1733338358.798,1733338358.798,,Stop Drawing,{'duration': 2951},1,medium,[0.5],1
1733338362.27,1733338362.27,Start Drawing,,{},1,high,[0.9],1
1733338362.27,1733338362.27,,Start Drawing,{},1,high,[0.9],1
1733338362.772,1733338362.772,,Continuous Drawing,{'duration': 502},1,high,[0.9],1
1733338363.272,1733338363.272,,Continuous Drawing,{'duration': 1002},1,high,[0.9],1
1733338363.772,1733338363.772,,Continuous Drawing,{'duration': 1502},1,high,[0.9],1
1733338364.272,1733338364.272,,Continuous Drawing,{'duration': 2002},1,high,[0.9],1
1733338364.772,1733338364.772,,Continuous Drawing,{'duration': 2502},1,high,[0.9],1
1733338365.272,1733338365.272,,Continuous Drawing,{'duration': 3002},1,high,[0.9],1
1733338365.772,1733338365.772,,Continuous Drawing,{'duration': 3502},1,high,[0.9],1
1733338366.272,1733338366.272,,Continuous Drawing,{'duration': 4002},1,high,[0.9],1
1733338366.772,1733338366.772,,Continuous Drawing,{'duration': 4502},1,high,[0.9],1
1733338367.272,1733338367.272,,Continuous Drawing,{'duration': 5002},1,high,[0.9],1
1733338367.772,1733338367.772,,Continuous Drawing,{'duration': 5502},1,high,[0.9],1
1733338361.397,1733338361.397,Changed Color,,{'color': '#ff9900'},1,high,[0.9],1
1733338367.772,1733338367.772,,Changed Color,{'color': '#ff9900'},1,high,[0.9],1
1733338368.272,1733338368.272,,Continuous Drawing,{'duration': 6002},1,high,[0.9],1
1733338368.772,1733338368.772,,Continuous Drawing,{'duration': 6502},1,high,[0.9],1
1733338369.272,1733338369.272,,Continuous Drawing,{'duration': 7002},1,high,[0.9],1
1733338369.772,1733338369.772,,Continuous Drawing,{'duration': 7502},1,high,[0.9],1
1733338370.272,1733338370.272,,Continuous Drawing,{'duration': 8002},1,high,[0.9],1
1733338370.772,1733338370.772,,Continuous Drawing,{'duration': 8502},1,high,[0.9],1
1733338371.272,1733338371.272,,Continuous Drawing,{'duration': 9002},1,high,[0.9],1
1733338371.367,1733338371.367,,Stop Drawing,{'duration': 9097},1,high,[0.9],1
1733338375.714,1733338375.714,Start Drawing,,{},1,high,[0.9],0
1733338375.714,1733338375.714,,Start Drawing,{},1,high,[0.9],0
1733338376.215,1733338376.215,,Continuous Drawing,{'duration': 501},1,high,[0.9],0
1733338376.716,1733338376.716,,Continuous Drawing,{'duration': 1002},1,high,[0.9],0
1733338377.216,1733338377.216,,Continuous Drawing,{'duration': 1502},1,high,[0.9],0
1733338377.716,1733338377.716,,Continuous Drawing,{'duration': 2002},1,high,[0.9],0
1733338378.216,1733338378.216,,Continuous Drawing,{'duration': 2502},1,high,[0.9],0
1733338378.716,1733338378.716,,Continuous Drawing,{'duration': 3002},1,high,[0.9],0
1733338379.216,1733338379.216,,Continuous Drawing,{'duration': 3502},1,high,[0.9],0
1733338379.716,1733338379.716,,Continuous Drawing,{'duration': 4002},1,high,[0.9],0
1733338380.216,1733338380.216,,Continuous Drawing,{'duration': 4502},1,high,[0.9],0
1733338380.546,1733338380.546,,Stop Drawing,{'duration': 4832},1,high,[0.9],0
1733338383.512,1733338383.512,,Changed Color,{'color': '#00ff00'},1,high,[0.9],0
1733338374.772,1733338374.772,Changed Color,,{'color': '#980000'},1,high,[0.9],0
1733338383.512,1733338383.512,,Changed Color,{'color': '#980000'},1,high,[0.9],0
1733338384.257,1733338384.257,,Start Drawing,{},1,high,[0.9],0
1733338384.759,1733338384.759,,Continuous Drawing,{'duration': 502},1,high,[0.9],0
1733338385.758,1733338385.758,Continuous Drawing,,{'duration': 1501},1,medium,[0.5],0
1733338385.758,1733338385.758,,Continuous Drawing,{'duration': 1501},1,medium,[0.5],0
1733338386.259,1733338386.259,,Continuous Drawing,{'duration': 2002},1,medium,[0.5],0
1733338386.758,1733338386.758,,Continuous Drawing,{'duration': 2501},1,medium,[0.5],0
1733338387.259,1733338387.259,,Continuous Drawing,{'duration': 3002},1,medium,[0.5],0
1733338387.759,1733338387.759,,Continuous Drawing,{'duration': 3502},1,medium,[0.5],0
1733338388.259,1733338388.259,,Continuous Drawing,{'duration': 4002},1,medium,[0.5],0
1733338388.758,1733338388.758,,Continuous Drawing,{'duration': 4501},1,medium,[0.5],0
1733338389.258,1733338389.258,,Continuous Drawing,{'duration': 5001},1,medium,[0.5],0
1733338389.728,1733338389.728,,Stop Drawing,{'duration': 5471},1,medium,[0.5],0
1733338389.941,1733338389.941,,Start Drawing,{},1,medium,[0.5],0
1733338390.119,1733338390.119,,Stop Drawing,{'duration': 178},1,medium,[0.5],0
1733338390.193,1733338390.193,,Start Drawing,{},1,medium,[0.5],0
1733338390.32,1733338390.32,,Stop Drawing,{'duration': 127},1,medium,[0.5],0
1733338390.589,1733338390.589,,Start Drawing,{},1,medium,[0.5],0
1733338390.678,1733338390.678,,Stop Drawing,{'duration': 89},1,medium,[0.5],0
1733338385.259,1733338385.259,Continuous Drawing,,{'duration': 1002},1,medium,[0.5],0
1733338390.678,1733338390.678,,Continuous Drawing,{'duration': 1002},1,medium,[0.5],0
1733338392.211,1733338392.211,,Changed Color,{'color': '#000000'},1,medium,[0.5],0
1733338393.165,1733338393.165,,Start Drawing,{},1,medium,[0.5],0
1733338393.666,1733338393.666,,Continuous Drawing,{'duration': 501},1,medium,[0.5],0
1733338394.167,1733338394.167,,Continuous Drawing,{'duration': 1002},1,medium,[0.5],0
1733338394.667,1733338394.667,,Continuous Drawing,{'duration': 1502},1,medium,[0.5],0
1733338394.858,1733338394.858,,Stop Drawing,{'duration': 1693},1,medium,[0.5],0
1733338395.896,1733338395.896,Continuous Drawing,,{'duration': 502},1,medium,[0.5],1
1733338395.896,1733338395.896,,Continuous Drawing,{'duration': 502},1,medium,[0.5],1
1733338396.397,1733338396.397,,Continuous Drawing,{'duration': 1003},1,medium,[0.5],1
1733338396.509,1733338396.509,,Stop Drawing,{'duration': 1115},1,medium,[0.5],1
1733338397.236,1733338397.236,,Start Drawing,{},1,medium,[0.5],1
1733338397.599,1733338397.599,,Stop Drawing,{'duration': 363},1,medium,[0.5],1
1733338399.311,1733338399.311,,Start Drawing,{},1,medium,[0.5],1
1733338399.813,1733338399.813,,Continuous Drawing,{'duration': 502},1,medium,[0.5],1
1733338400.313,1733338400.313,,Continuous Drawing,{'duration': 1002},1,medium,[0.5],1
1733338400.663,1733338400.663,,Stop Drawing,{'duration': 1352},1,medium,[0.5],1
1733338401.074,1733338401.074,,Start Drawing,{},1,medium,[0.5],1
1733338395.394,1733338395.394,Start Drawing,,{},1,medium,[0.5],1
1733338401.074,1733338401.074,,Start Drawing,{},1,medium,[0.5],1
1733338401.576,1733338401.576,,Continuous Drawing,{'duration': 502},1,medium,[0.5],1
1733338402.076,1733338402.076,,Continuous Drawing,{'duration': 1002},1,medium,[0.5],1
1733338402.194,1733338402.194,,Stop Drawing,{'duration': 1120},1,medium,[0.5],1
